"algo","PA","run","TSS","species","AUC","species_original","n_occ"
"GAM","PA3","RUN4",0.455,"Amphibalanuseburneus",0.8,"amphibalanus_eburneus",55
"XGBOOST","PA3","RUN4",0.485,"Amphibalanuseburneus",0.817,"amphibalanus_eburneus",55
"RF","PA3","RUN5",0.727,"Amphibalanuseburneus",0.935,"amphibalanus_eburneus",55
"MAXNET","PA3","RUN5",0.818,"Amphibalanuseburneus",0.959,"amphibalanus_eburneus",55
"MARS","PA3","RUN5",0.515,"Amphibalanuseburneus",0.844,"amphibalanus_eburneus",55
"GAM","PA3","RUN5",0.758,"Amphibalanuseburneus",0.884,"amphibalanus_eburneus",55
"XGBOOST","PA3","RUN5",0.515,"Amphibalanuseburneus",0.864,"amphibalanus_eburneus",55
"RF","PA3","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"MAXNET","PA3","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"MARS","PA3","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"GAM","PA3","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"XGBOOST","PA3","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"RF","allData","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"MAXNET","allData","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"MARS","allData","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"GAM","allData","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"XGBOOST","allData","allRun",NA,"Amphibalanuseburneus",NA,"amphibalanus_eburneus",55
"RF","PA1","RUN1",0.844,"Amphibalanusimprovisus",0.971,"amphibalanus_improvisus",847
"MAXNET","PA1","RUN1",0.797,"Amphibalanusimprovisus",0.961,"amphibalanus_improvisus",847
"MARS","PA1","RUN1",0.817,"Amphibalanusimprovisus",0.959,"amphibalanus_improvisus",847
"GAM","PA1","RUN1",0.762,"Amphibalanusimprovisus",0.95,"amphibalanus_improvisus",847
"XGBOOST","PA1","RUN1",0.787,"Amphibalanusimprovisus",0.947,"amphibalanus_improvisus",847
"RF","PA1","RUN2",0.759,"Amphibalanusimprovisus",0.971,"amphibalanus_improvisus",847
"MAXNET","PA1","RUN2",0.764,"Amphibalanusimprovisus",0.964,"amphibalanus_improvisus",847
"MARS","PA1","RUN2",0.784,"Amphibalanusimprovisus",0.96,"amphibalanus_improvisus",847
"GAM","PA1","RUN2",0.758,"Amphibalanusimprovisus",0.952,"amphibalanus_improvisus",847
"XGBOOST","PA1","RUN2",0.741,"Amphibalanusimprovisus",0.932,"amphibalanus_improvisus",847
"RF","PA1","RUN3",0.801,"Amphibalanusimprovisus",0.967,"amphibalanus_improvisus",847
"MAXNET","PA1","RUN3",0.778,"Amphibalanusimprovisus",0.959,"amphibalanus_improvisus",847
"MARS","PA1","RUN3",0.768,"Amphibalanusimprovisus",0.953,"amphibalanus_improvisus",847
"GAM","PA1","RUN3",0.766,"Amphibalanusimprovisus",0.946,"amphibalanus_improvisus",847
"XGBOOST","PA1","RUN3",0.77,"Amphibalanusimprovisus",0.941,"amphibalanus_improvisus",847
"RF","PA1","RUN4",0.786,"Amphibalanusimprovisus",0.971,"amphibalanus_improvisus",847
"MAXNET","PA1","RUN4",0.766,"Amphibalanusimprovisus",0.958,"amphibalanus_improvisus",847
"MARS","PA1","RUN4",0.76,"Amphibalanusimprovisus",0.962,"amphibalanus_improvisus",847
"GAM","PA1","RUN4",0.754,"Amphibalanusimprovisus",0.951,"amphibalanus_improvisus",847
"XGBOOST","PA1","RUN4",0.764,"Amphibalanusimprovisus",0.954,"amphibalanus_improvisus",847
"RF","PA1","RUN5",0.775,"Amphibalanusimprovisus",0.958,"amphibalanus_improvisus",847
"MAXNET","PA1","RUN5",0.791,"Amphibalanusimprovisus",0.956,"amphibalanus_improvisus",847
"MARS","PA1","RUN5",0.783,"Amphibalanusimprovisus",0.951,"amphibalanus_improvisus",847
"GAM","PA1","RUN5",0.766,"Amphibalanusimprovisus",0.948,"amphibalanus_improvisus",847
"XGBOOST","PA1","RUN5",0.756,"Amphibalanusimprovisus",0.942,"amphibalanus_improvisus",847
"RF","PA1","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MAXNET","PA1","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MARS","PA1","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"GAM","PA1","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"XGBOOST","PA1","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"RF","PA2","RUN1",0.811,"Amphibalanusimprovisus",0.967,"amphibalanus_improvisus",847
"MAXNET","PA2","RUN1",0.807,"Amphibalanusimprovisus",0.963,"amphibalanus_improvisus",847
"MARS","PA2","RUN1",0.791,"Amphibalanusimprovisus",0.952,"amphibalanus_improvisus",847
"GAM","PA2","RUN1",0.773,"Amphibalanusimprovisus",0.943,"amphibalanus_improvisus",847
"XGBOOST","PA2","RUN1",0.738,"Amphibalanusimprovisus",0.936,"amphibalanus_improvisus",847
"RF","PA2","RUN2",0.802,"Amphibalanusimprovisus",0.965,"amphibalanus_improvisus",847
"MAXNET","PA2","RUN2",0.782,"Amphibalanusimprovisus",0.961,"amphibalanus_improvisus",847
"MARS","PA2","RUN2",0.794,"Amphibalanusimprovisus",0.954,"amphibalanus_improvisus",847
"GAM","PA2","RUN2",0.772,"Amphibalanusimprovisus",0.953,"amphibalanus_improvisus",847
"XGBOOST","PA2","RUN2",0.774,"Amphibalanusimprovisus",0.947,"amphibalanus_improvisus",847
"RF","PA2","RUN3",0.799,"Amphibalanusimprovisus",0.976,"amphibalanus_improvisus",847
"MAXNET","PA2","RUN3",0.787,"Amphibalanusimprovisus",0.966,"amphibalanus_improvisus",847
"MARS","PA2","RUN3",0.805,"Amphibalanusimprovisus",0.969,"amphibalanus_improvisus",847
"GAM","PA2","RUN3",0.755,"Amphibalanusimprovisus",0.955,"amphibalanus_improvisus",847
"XGBOOST","PA2","RUN3",0.761,"Amphibalanusimprovisus",0.945,"amphibalanus_improvisus",847
"RF","PA2","RUN4",0.772,"Amphibalanusimprovisus",0.956,"amphibalanus_improvisus",847
"MAXNET","PA2","RUN4",0.778,"Amphibalanusimprovisus",0.953,"amphibalanus_improvisus",847
"MARS","PA2","RUN4",0.778,"Amphibalanusimprovisus",0.956,"amphibalanus_improvisus",847
"GAM","PA2","RUN4",0.754,"Amphibalanusimprovisus",0.947,"amphibalanus_improvisus",847
"XGBOOST","PA2","RUN4",0.715,"Amphibalanusimprovisus",0.933,"amphibalanus_improvisus",847
"RF","PA2","RUN5",0.75,"Amphibalanusimprovisus",0.97,"amphibalanus_improvisus",847
"MAXNET","PA2","RUN5",0.773,"Amphibalanusimprovisus",0.962,"amphibalanus_improvisus",847
"MARS","PA2","RUN5",0.762,"Amphibalanusimprovisus",0.958,"amphibalanus_improvisus",847
"GAM","PA2","RUN5",0.783,"Amphibalanusimprovisus",0.946,"amphibalanus_improvisus",847
"XGBOOST","PA2","RUN5",0.75,"Amphibalanusimprovisus",0.952,"amphibalanus_improvisus",847
"RF","PA2","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MAXNET","PA2","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MARS","PA2","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"GAM","PA2","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"XGBOOST","PA2","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"RF","PA3","RUN1",0.844,"Amphibalanusimprovisus",0.975,"amphibalanus_improvisus",847
"MAXNET","PA3","RUN1",0.819,"Amphibalanusimprovisus",0.971,"amphibalanus_improvisus",847
"MARS","PA3","RUN1",0.825,"Amphibalanusimprovisus",0.973,"amphibalanus_improvisus",847
"GAM","PA3","RUN1",0.795,"Amphibalanusimprovisus",0.964,"amphibalanus_improvisus",847
"XGBOOST","PA3","RUN1",0.787,"Amphibalanusimprovisus",0.956,"amphibalanus_improvisus",847
"RF","PA3","RUN2",0.819,"Amphibalanusimprovisus",0.975,"amphibalanus_improvisus",847
"MAXNET","PA3","RUN2",0.808,"Amphibalanusimprovisus",0.965,"amphibalanus_improvisus",847
"MARS","PA3","RUN2",0.784,"Amphibalanusimprovisus",0.962,"amphibalanus_improvisus",847
"GAM","PA3","RUN2",0.796,"Amphibalanusimprovisus",0.961,"amphibalanus_improvisus",847
"XGBOOST","PA3","RUN2",0.764,"Amphibalanusimprovisus",0.952,"amphibalanus_improvisus",847
"RF","PA3","RUN3",0.759,"Amphibalanusimprovisus",0.956,"amphibalanus_improvisus",847
"MAXNET","PA3","RUN3",0.744,"Amphibalanusimprovisus",0.952,"amphibalanus_improvisus",847
"MARS","PA3","RUN3",0.763,"Amphibalanusimprovisus",0.953,"amphibalanus_improvisus",847
"GAM","PA3","RUN3",0.738,"Amphibalanusimprovisus",0.943,"amphibalanus_improvisus",847
"XGBOOST","PA3","RUN3",0.742,"Amphibalanusimprovisus",0.938,"amphibalanus_improvisus",847
"RF","PA3","RUN4",0.796,"Amphibalanusimprovisus",0.967,"amphibalanus_improvisus",847
"MAXNET","PA3","RUN4",0.786,"Amphibalanusimprovisus",0.962,"amphibalanus_improvisus",847
"MARS","PA3","RUN4",0.735,"Amphibalanusimprovisus",0.954,"amphibalanus_improvisus",847
"GAM","PA3","RUN4",0.762,"Amphibalanusimprovisus",0.952,"amphibalanus_improvisus",847
"XGBOOST","PA3","RUN4",0.739,"Amphibalanusimprovisus",0.94,"amphibalanus_improvisus",847
"RF","PA3","RUN5",0.803,"Amphibalanusimprovisus",0.974,"amphibalanus_improvisus",847
"MAXNET","PA3","RUN5",0.791,"Amphibalanusimprovisus",0.96,"amphibalanus_improvisus",847
"MARS","PA3","RUN5",0.773,"Amphibalanusimprovisus",0.959,"amphibalanus_improvisus",847
"GAM","PA3","RUN5",0.756,"Amphibalanusimprovisus",0.949,"amphibalanus_improvisus",847
"XGBOOST","PA3","RUN5",0.704,"Amphibalanusimprovisus",0.944,"amphibalanus_improvisus",847
"RF","PA3","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MAXNET","PA3","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MARS","PA3","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"GAM","PA3","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"XGBOOST","PA3","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"RF","allData","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MAXNET","allData","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"MARS","allData","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"GAM","allData","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"XGBOOST","allData","allRun",NA,"Amphibalanusimprovisus",NA,"amphibalanus_improvisus",847
"RF","PA1","RUN1",-0.114,"ApionsomaApionsomamisakianum",0.545,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA1","RUN1",0.068,"ApionsomaApionsomamisakianum",0.466,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA1","RUN1",-0.205,"ApionsomaApionsomamisakianum",0.432,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA1","RUN1",0.318,"ApionsomaApionsomamisakianum",0.568,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA1","RUN1",0.318,"ApionsomaApionsomamisakianum",0.602,"apionsoma_(apionsoma)_misakianum",19
"RF","PA1","RUN2",0.25,"ApionsomaApionsomamisakianum",0.75,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA1","RUN2",0,"ApionsomaApionsomamisakianum",0.688,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA1","RUN2",0.167,"ApionsomaApionsomamisakianum",0.625,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA1","RUN2",0.083,"ApionsomaApionsomamisakianum",0.74,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA1","RUN2",0,"ApionsomaApionsomamisakianum",0.531,"apionsoma_(apionsoma)_misakianum",19
"RF","PA1","RUN3",0.152,"ApionsomaApionsomamisakianum",0.758,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA1","RUN3",0.212,"ApionsomaApionsomamisakianum",0.788,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA1","RUN3",0.061,"ApionsomaApionsomamisakianum",0.667,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA1","RUN3",0.727,"ApionsomaApionsomamisakianum",0.818,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA1","RUN3",0.485,"ApionsomaApionsomamisakianum",0.818,"apionsoma_(apionsoma)_misakianum",19
"RF","PA1","RUN4",0.333,"ApionsomaApionsomamisakianum",0.604,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA1","RUN4",-0.083,"ApionsomaApionsomamisakianum",0.625,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA1","RUN4",0.417,"ApionsomaApionsomamisakianum",0.719,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA1","RUN4",0.333,"ApionsomaApionsomamisakianum",0.573,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA1","RUN4",-0.333,"ApionsomaApionsomamisakianum",0.385,"apionsoma_(apionsoma)_misakianum",19
"RF","PA1","RUN5",0.318,"ApionsomaApionsomamisakianum",0.75,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA1","RUN5",0.409,"ApionsomaApionsomamisakianum",0.705,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA1","RUN5",0.136,"ApionsomaApionsomamisakianum",0.659,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA1","RUN5",0.295,"ApionsomaApionsomamisakianum",0.614,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA1","RUN5",0.159,"ApionsomaApionsomamisakianum",0.818,"apionsoma_(apionsoma)_misakianum",19
"RF","PA1","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA1","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA1","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA1","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA1","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"RF","PA2","RUN1",0,"ApionsomaApionsomamisakianum",0.682,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA2","RUN1",0.159,"ApionsomaApionsomamisakianum",0.841,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA2","RUN1",-0.091,"ApionsomaApionsomamisakianum",0.523,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA2","RUN1",-0.182,"ApionsomaApionsomamisakianum",0.409,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA2","RUN1",0.159,"ApionsomaApionsomamisakianum",0.693,"apionsoma_(apionsoma)_misakianum",19
"RF","PA2","RUN2",-0.333,"ApionsomaApionsomamisakianum",0.26,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA2","RUN2",-0.333,"ApionsomaApionsomamisakianum",0.562,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA2","RUN2",0.083,"ApionsomaApionsomamisakianum",0.625,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA2","RUN2",0.083,"ApionsomaApionsomamisakianum",0.583,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA2","RUN2",-0.25,"ApionsomaApionsomamisakianum",0.312,"apionsoma_(apionsoma)_misakianum",19
"RF","PA2","RUN3",0.242,"ApionsomaApionsomamisakianum",0.818,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA2","RUN3",0.303,"ApionsomaApionsomamisakianum",0.788,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA2","RUN3",0.485,"ApionsomaApionsomamisakianum",0.773,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA2","RUN3",0.121,"ApionsomaApionsomamisakianum",0.424,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA2","RUN3",0.485,"ApionsomaApionsomamisakianum",0.773,"apionsoma_(apionsoma)_misakianum",19
"RF","PA2","RUN4",0.167,"ApionsomaApionsomamisakianum",0.729,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA2","RUN4",0.833,"ApionsomaApionsomamisakianum",0.979,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA2","RUN4",0.75,"ApionsomaApionsomamisakianum",0.906,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA2","RUN4",0.583,"ApionsomaApionsomamisakianum",0.75,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA2","RUN4",0,"ApionsomaApionsomamisakianum",0.604,"apionsoma_(apionsoma)_misakianum",19
"RF","PA2","RUN5",0.159,"ApionsomaApionsomamisakianum",0.636,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA2","RUN5",0.568,"ApionsomaApionsomamisakianum",0.818,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA2","RUN5",0.386,"ApionsomaApionsomamisakianum",0.705,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA2","RUN5",0.227,"ApionsomaApionsomamisakianum",0.659,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA2","RUN5",0.318,"ApionsomaApionsomamisakianum",0.545,"apionsoma_(apionsoma)_misakianum",19
"RF","PA2","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA2","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA2","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA2","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA2","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"RF","PA3","RUN1",0.068,"ApionsomaApionsomamisakianum",0.591,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA3","RUN1",-0.114,"ApionsomaApionsomamisakianum",0.523,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA3","RUN1",0.159,"ApionsomaApionsomamisakianum",0.568,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA3","RUN1",-0.273,"ApionsomaApionsomamisakianum",0.364,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA3","RUN1",-0.023,"ApionsomaApionsomamisakianum",0.568,"apionsoma_(apionsoma)_misakianum",19
"RF","PA3","RUN2",0.5,"ApionsomaApionsomamisakianum",0.812,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA3","RUN2",0.417,"ApionsomaApionsomamisakianum",0.875,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA3","RUN2",0.667,"ApionsomaApionsomamisakianum",0.812,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA3","RUN2",0.25,"ApionsomaApionsomamisakianum",0.625,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA3","RUN2",0.083,"ApionsomaApionsomamisakianum",0.688,"apionsoma_(apionsoma)_misakianum",19
"RF","PA3","RUN3",0.818,"ApionsomaApionsomamisakianum",0.939,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA3","RUN3",0.818,"ApionsomaApionsomamisakianum",0.939,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA3","RUN3",0.818,"ApionsomaApionsomamisakianum",0.955,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA3","RUN3",0.667,"ApionsomaApionsomamisakianum",0.97,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA3","RUN3",0.485,"ApionsomaApionsomamisakianum",0.879,"apionsoma_(apionsoma)_misakianum",19
"RF","PA3","RUN4",0.583,"ApionsomaApionsomamisakianum",0.76,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA3","RUN4",0.5,"ApionsomaApionsomamisakianum",0.771,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA3","RUN4",0.083,"ApionsomaApionsomamisakianum",0.719,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA3","RUN4",0.167,"ApionsomaApionsomamisakianum",0.583,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA3","RUN4",0.417,"ApionsomaApionsomamisakianum",0.802,"apionsoma_(apionsoma)_misakianum",19
"RF","PA3","RUN5",0.818,"ApionsomaApionsomamisakianum",0.932,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA3","RUN5",0.409,"ApionsomaApionsomamisakianum",0.818,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA3","RUN5",0.568,"ApionsomaApionsomamisakianum",0.886,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA3","RUN5",0.818,"ApionsomaApionsomamisakianum",0.886,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA3","RUN5",0.818,"ApionsomaApionsomamisakianum",0.864,"apionsoma_(apionsoma)_misakianum",19
"RF","PA3","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","PA3","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MARS","PA3","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"GAM","PA3","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","PA3","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"RF","allData","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MAXNET","allData","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"MARS","allData","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"GAM","allData","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"XGBOOST","allData","allRun",NA,"ApionsomaApionsomamisakianum",NA,"apionsoma_(apionsoma)_misakianum",19
"RF","PA1","RUN1",0.588,"Arcuatulasenhousia",0.924,"arcuatula_senhousia",85
"MAXNET","PA1","RUN1",0.745,"Arcuatulasenhousia",0.938,"arcuatula_senhousia",85
"MARS","PA1","RUN1",0.686,"Arcuatulasenhousia",0.909,"arcuatula_senhousia",85
"GAM","PA1","RUN1",0.647,"Arcuatulasenhousia",0.87,"arcuatula_senhousia",85
"XGBOOST","PA1","RUN1",0.647,"Arcuatulasenhousia",0.928,"arcuatula_senhousia",85
"RF","PA1","RUN2",0.529,"Arcuatulasenhousia",0.908,"arcuatula_senhousia",85
"MAXNET","PA1","RUN2",0.784,"Arcuatulasenhousia",0.925,"arcuatula_senhousia",85
"MARS","PA1","RUN2",0.784,"Arcuatulasenhousia",0.915,"arcuatula_senhousia",85
"GAM","PA1","RUN2",0.686,"Arcuatulasenhousia",0.883,"arcuatula_senhousia",85
"XGBOOST","PA1","RUN2",0.725,"Arcuatulasenhousia",0.919,"arcuatula_senhousia",85
"RF","PA1","RUN3",0.51,"Arcuatulasenhousia",0.961,"arcuatula_senhousia",85
"MAXNET","PA1","RUN3",0.647,"Arcuatulasenhousia",0.967,"arcuatula_senhousia",85
"MARS","PA1","RUN3",0.745,"Arcuatulasenhousia",0.956,"arcuatula_senhousia",85
"GAM","PA1","RUN3",0.745,"Arcuatulasenhousia",0.945,"arcuatula_senhousia",85
"XGBOOST","PA1","RUN3",0.529,"Arcuatulasenhousia",0.952,"arcuatula_senhousia",85
"RF","PA1","RUN4",0.51,"Arcuatulasenhousia",0.902,"arcuatula_senhousia",85
"MAXNET","PA1","RUN4",0.725,"Arcuatulasenhousia",0.907,"arcuatula_senhousia",85
"MARS","PA1","RUN4",0.667,"Arcuatulasenhousia",0.908,"arcuatula_senhousia",85
"GAM","PA1","RUN4",0.686,"Arcuatulasenhousia",0.884,"arcuatula_senhousia",85
"XGBOOST","PA1","RUN4",0.706,"Arcuatulasenhousia",0.923,"arcuatula_senhousia",85
"RF","PA1","RUN5",0.588,"Arcuatulasenhousia",0.875,"arcuatula_senhousia",85
"MAXNET","PA1","RUN5",0.706,"Arcuatulasenhousia",0.888,"arcuatula_senhousia",85
"MARS","PA1","RUN5",0.608,"Arcuatulasenhousia",0.835,"arcuatula_senhousia",85
"GAM","PA1","RUN5",0.588,"Arcuatulasenhousia",0.852,"arcuatula_senhousia",85
"XGBOOST","PA1","RUN5",0.627,"Arcuatulasenhousia",0.884,"arcuatula_senhousia",85
"RF","PA1","allRun",NA,"Arcuatulasenhousia",NA,"arcuatula_senhousia",85
"MAXNET","PA1","allRun",NA,"Arcuatulasenhousia",NA,"arcuatula_senhousia",85
"MARS","PA1","allRun",NA,"Arcuatulasenhousia",NA,"arcuatula_senhousia",85
"GAM","PA1","allRun",NA,"Arcuatulasenhousia",NA,"arcuatula_senhousia",85
"XGBOOST","PA1","allRun",NA,"Arcuatulasenhousia",NA,"arcuatula_senhousia",85
"RF","PA2","RUN1",0.706,"Arcuatulasenhousia",0.969,"arcuatula_senhousia",85
"MAXNET","PA2","RUN1",0.843,"Arcuatulasenhousia",0.965,"arcuatula_senhousia",85
"MARS","PA2","RUN1",0.863,"Arcuatulasenhousia",0.979,"arcuatula_senhousia",85
"GAM","PA2","RUN1",0.686,"Arcuatulasenhousia",0.916,"arcuatula_senhousia",85
"XGBOOST","PA2","RUN1",0.706,"Arcuatulasenhousia",0.957,"arcuatula_senhousia",85
"RF","PA2","RUN2",0.412,"Arcuatulasenhousia",0.859,"arcuatula_senhousia",85
"MAXNET","PA2","RUN2",0.667,"Arcuatulasenhousia",0.852,"arcuatula_senhousia",85
"MARS","PA2","RUN2",0.627,"Arcuatulasenhousia",0.828,"arcuatula_senhousia",85
"GAM","PA2","RUN2",0.647,"Arcuatulasenhousia",0.856,"arcuatula_senhousia",85
"XGBOOST","PA2","RUN2",0.608,"Arcuatulasenhousia",0.841,"arcuatula_senhousia",85
"RF","PA2","RUN3",0.745,"Arcuatulasenhousia",0.931,"arcuatula_senhousia",85
"MAXNET","PA2","RUN3",0.765,"Arcuatulasenhousia",0.929,"arcuatula_senhousia",85
"MARS","PA2","RUN3",0.784,"Arcuatulasenhousia",0.943,"arcuatula_senhousia",85
"GAM","PA2","RUN3",0.745,"Arcuatulasenhousia",0.919,"arcuatula_senhousia",85
"XGBOOST","PA2","RUN3",0.765,"Arcuatulasenhousia",0.93,"arcuatula_senhousia",85
"RF","PA2","RUN4",0.49,"Arcuatulasenhousia",0.874,"arcuatula_senhousia",85
"MAXNET","PA2","RUN4",0.569,"Arcuatulasenhousia",0.885,"arcuatula_senhousia",85
