"algo","PA","run","TSS","species","AUC","species_original","n_occ"
"MAXNET","PA3","RUN3",0.511,"Pseudocalanusacuspes",0.83,"pseudocalanus_acuspes",161
"MARS","PA3","RUN3",0.52,"Pseudocalanusacuspes",0.825,"pseudocalanus_acuspes",161
"GAM","PA3","RUN3",0.386,"Pseudocalanusacuspes",0.803,"pseudocalanus_acuspes",161
"XGBOOST","PA3","RUN3",0.428,"Pseudocalanusacuspes",0.798,"pseudocalanus_acuspes",161
"RF","PA3","RUN4",0.521,"Pseudocalanusacuspes",0.865,"pseudocalanus_acuspes",161
"MAXNET","PA3","RUN4",0.521,"Pseudocalanusacuspes",0.826,"pseudocalanus_acuspes",161
"MARS","PA3","RUN4",0.469,"Pseudocalanusacuspes",0.818,"pseudocalanus_acuspes",161
"GAM","PA3","RUN4",0.51,"Pseudocalanusacuspes",0.804,"pseudocalanus_acuspes",161
"XGBOOST","PA3","RUN4",0.458,"Pseudocalanusacuspes",0.804,"pseudocalanus_acuspes",161
"RF","PA3","RUN5",0.553,"Pseudocalanusacuspes",0.838,"pseudocalanus_acuspes",161
"MAXNET","PA3","RUN5",0.513,"Pseudocalanusacuspes",0.829,"pseudocalanus_acuspes",161
"MARS","PA3","RUN5",0.409,"Pseudocalanusacuspes",0.8,"pseudocalanus_acuspes",161
"GAM","PA3","RUN5",0.471,"Pseudocalanusacuspes",0.828,"pseudocalanus_acuspes",161
"XGBOOST","PA3","RUN5",0.503,"Pseudocalanusacuspes",0.849,"pseudocalanus_acuspes",161
"RF","PA3","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MAXNET","PA3","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MARS","PA3","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"GAM","PA3","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"XGBOOST","PA3","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"RF","allData","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MAXNET","allData","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MARS","allData","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"GAM","allData","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"XGBOOST","allData","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"RF","PA1","RUN1",0.683,"Pseudocalanusmimus",0.916,"pseudocalanus_mimus",93
"MAXNET","PA1","RUN1",0.61,"Pseudocalanusmimus",0.906,"pseudocalanus_mimus",93
"MARS","PA1","RUN1",0.645,"Pseudocalanusmimus",0.919,"pseudocalanus_mimus",93
"GAM","PA1","RUN1",0.539,"Pseudocalanusmimus",0.884,"pseudocalanus_mimus",93
"XGBOOST","PA1","RUN1",0.609,"Pseudocalanusmimus",0.895,"pseudocalanus_mimus",93
"RF","PA1","RUN2",0.446,"Pseudocalanusmimus",0.92,"pseudocalanus_mimus",93
"MAXNET","PA1","RUN2",0.528,"Pseudocalanusmimus",0.876,"pseudocalanus_mimus",93
"MARS","PA1","RUN2",0.585,"Pseudocalanusmimus",0.842,"pseudocalanus_mimus",93
"GAM","PA1","RUN2",0.248,"Pseudocalanusmimus",0.783,"pseudocalanus_mimus",93
"XGBOOST","PA1","RUN2",0.567,"Pseudocalanusmimus",0.884,"pseudocalanus_mimus",93
"RF","PA1","RUN3",0.575,"Pseudocalanusmimus",0.886,"pseudocalanus_mimus",93
"MAXNET","PA1","RUN3",0.557,"Pseudocalanusmimus",0.88,"pseudocalanus_mimus",93
"MARS","PA1","RUN3",0.533,"Pseudocalanusmimus",0.836,"pseudocalanus_mimus",93
"GAM","PA1","RUN3",0.517,"Pseudocalanusmimus",0.831,"pseudocalanus_mimus",93
"XGBOOST","PA1","RUN3",0.433,"Pseudocalanusmimus",0.855,"pseudocalanus_mimus",93
"RF","PA1","RUN4",0.54,"Pseudocalanusmimus",0.9,"pseudocalanus_mimus",93
"MAXNET","PA1","RUN4",0.542,"Pseudocalanusmimus",0.894,"pseudocalanus_mimus",93
"MARS","PA1","RUN4",0.563,"Pseudocalanusmimus",0.876,"pseudocalanus_mimus",93
"GAM","PA1","RUN4",0.585,"Pseudocalanusmimus",0.844,"pseudocalanus_mimus",93
"XGBOOST","PA1","RUN4",0.504,"Pseudocalanusmimus",0.848,"pseudocalanus_mimus",93
"RF","PA1","RUN5",0.665,"Pseudocalanusmimus",0.954,"pseudocalanus_mimus",93
"MAXNET","PA1","RUN5",0.557,"Pseudocalanusmimus",0.898,"pseudocalanus_mimus",93
"MARS","PA1","RUN5",0.54,"Pseudocalanusmimus",0.898,"pseudocalanus_mimus",93
"GAM","PA1","RUN5",0.572,"Pseudocalanusmimus",0.886,"pseudocalanus_mimus",93
"XGBOOST","PA1","RUN5",0.7,"Pseudocalanusmimus",0.949,"pseudocalanus_mimus",93
"RF","PA1","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MAXNET","PA1","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MARS","PA1","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"GAM","PA1","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"XGBOOST","PA1","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"RF","PA2","RUN1",0.648,"Pseudocalanusmimus",0.938,"pseudocalanus_mimus",93
"MAXNET","PA2","RUN1",0.662,"Pseudocalanusmimus",0.9,"pseudocalanus_mimus",93
"MARS","PA2","RUN1",0.68,"Pseudocalanusmimus",0.92,"pseudocalanus_mimus",93
"GAM","PA2","RUN1",0.432,"Pseudocalanusmimus",0.833,"pseudocalanus_mimus",93
"XGBOOST","PA2","RUN1",0.611,"Pseudocalanusmimus",0.908,"pseudocalanus_mimus",93
"RF","PA2","RUN2",0.522,"Pseudocalanusmimus",0.875,"pseudocalanus_mimus",93
"MAXNET","PA2","RUN2",0.585,"Pseudocalanusmimus",0.884,"pseudocalanus_mimus",93
"MARS","PA2","RUN2",0.621,"Pseudocalanusmimus",0.82,"pseudocalanus_mimus",93
"GAM","PA2","RUN2",0.415,"Pseudocalanusmimus",0.881,"pseudocalanus_mimus",93
"XGBOOST","PA2","RUN2",0.562,"Pseudocalanusmimus",0.846,"pseudocalanus_mimus",93
"RF","PA2","RUN3",0.524,"Pseudocalanusmimus",0.91,"pseudocalanus_mimus",93
"MAXNET","PA2","RUN3",0.569,"Pseudocalanusmimus",0.922,"pseudocalanus_mimus",93
"MARS","PA2","RUN3",0.464,"Pseudocalanusmimus",0.794,"pseudocalanus_mimus",93
"GAM","PA2","RUN3",0.535,"Pseudocalanusmimus",0.888,"pseudocalanus_mimus",93
"XGBOOST","PA2","RUN3",0.435,"Pseudocalanusmimus",0.824,"pseudocalanus_mimus",93
"RF","PA2","RUN4",0.671,"Pseudocalanusmimus",0.91,"pseudocalanus_mimus",93
"MAXNET","PA2","RUN4",0.621,"Pseudocalanusmimus",0.902,"pseudocalanus_mimus",93
"MARS","PA2","RUN4",0.512,"Pseudocalanusmimus",0.885,"pseudocalanus_mimus",93
"GAM","PA2","RUN4",0.55,"Pseudocalanusmimus",0.873,"pseudocalanus_mimus",93
"XGBOOST","PA2","RUN4",0.563,"Pseudocalanusmimus",0.888,"pseudocalanus_mimus",93
"RF","PA2","RUN5",0.367,"Pseudocalanusmimus",0.789,"pseudocalanus_mimus",93
"MAXNET","PA2","RUN5",0.522,"Pseudocalanusmimus",0.8,"pseudocalanus_mimus",93
"MARS","PA2","RUN5",0.433,"Pseudocalanusmimus",0.74,"pseudocalanus_mimus",93
"GAM","PA2","RUN5",0.362,"Pseudocalanusmimus",0.782,"pseudocalanus_mimus",93
"XGBOOST","PA2","RUN5",0.348,"Pseudocalanusmimus",0.765,"pseudocalanus_mimus",93
"RF","PA2","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MAXNET","PA2","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MARS","PA2","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"GAM","PA2","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"XGBOOST","PA2","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"RF","PA3","RUN1",0.648,"Pseudocalanusmimus",0.957,"pseudocalanus_mimus",93
"MAXNET","PA3","RUN1",0.698,"Pseudocalanusmimus",0.926,"pseudocalanus_mimus",93
"MARS","PA3","RUN1",0.61,"Pseudocalanusmimus",0.894,"pseudocalanus_mimus",93
"GAM","PA3","RUN1",0.591,"Pseudocalanusmimus",0.903,"pseudocalanus_mimus",93
"XGBOOST","PA3","RUN1",0.664,"Pseudocalanusmimus",0.897,"pseudocalanus_mimus",93
"RF","PA3","RUN2",0.337,"Pseudocalanusmimus",0.818,"pseudocalanus_mimus",93
"MAXNET","PA3","RUN2",0.417,"Pseudocalanusmimus",0.805,"pseudocalanus_mimus",93
"MARS","PA3","RUN2",0.308,"Pseudocalanusmimus",0.73,"pseudocalanus_mimus",93
"GAM","PA3","RUN2",0.423,"Pseudocalanusmimus",0.719,"pseudocalanus_mimus",93
"XGBOOST","PA3","RUN2",0.397,"Pseudocalanusmimus",0.735,"pseudocalanus_mimus",93
"RF","PA3","RUN3",0.648,"Pseudocalanusmimus",0.945,"pseudocalanus_mimus",93
"MAXNET","PA3","RUN3",0.432,"Pseudocalanusmimus",0.868,"pseudocalanus_mimus",93
"MARS","PA3","RUN3",0.628,"Pseudocalanusmimus",0.857,"pseudocalanus_mimus",93
"GAM","PA3","RUN3",0.602,"Pseudocalanusmimus",0.862,"pseudocalanus_mimus",93
"XGBOOST","PA3","RUN3",0.628,"Pseudocalanusmimus",0.903,"pseudocalanus_mimus",93
"RF","PA3","RUN4",0.56,"Pseudocalanusmimus",0.915,"pseudocalanus_mimus",93
"MAXNET","PA3","RUN4",0.71,"Pseudocalanusmimus",0.905,"pseudocalanus_mimus",93
"MARS","PA3","RUN4",0.601,"Pseudocalanusmimus",0.875,"pseudocalanus_mimus",93
"GAM","PA3","RUN4",0.585,"Pseudocalanusmimus",0.875,"pseudocalanus_mimus",93
"XGBOOST","PA3","RUN4",0.542,"Pseudocalanusmimus",0.873,"pseudocalanus_mimus",93
"RF","PA3","RUN5",0.631,"Pseudocalanusmimus",0.959,"pseudocalanus_mimus",93
"MAXNET","PA3","RUN5",0.573,"Pseudocalanusmimus",0.888,"pseudocalanus_mimus",93
"MARS","PA3","RUN5",0.68,"Pseudocalanusmimus",0.897,"pseudocalanus_mimus",93
"GAM","PA3","RUN5",0.379,"Pseudocalanusmimus",0.844,"pseudocalanus_mimus",93
"XGBOOST","PA3","RUN5",0.734,"Pseudocalanusmimus",0.885,"pseudocalanus_mimus",93
"RF","PA3","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MAXNET","PA3","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MARS","PA3","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"GAM","PA3","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"XGBOOST","PA3","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"RF","allData","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MAXNET","allData","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"MARS","allData","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"GAM","allData","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"XGBOOST","allData","allRun",NA,"Pseudocalanusmimus",NA,"pseudocalanus_mimus",93
"RF","PA1","RUN1",0.25,"Pseudodiaptomusmarinus",0.967,"pseudodiaptomus_marinus",38
"MAXNET","PA1","RUN1",0.5,"Pseudodiaptomusmarinus",0.973,"pseudodiaptomus_marinus",38
"MARS","PA1","RUN1",0.582,"Pseudodiaptomusmarinus",0.957,"pseudodiaptomus_marinus",38
"GAM","PA1","RUN1",0.582,"Pseudodiaptomusmarinus",0.951,"pseudodiaptomus_marinus",38
"XGBOOST","PA1","RUN1",0.457,"Pseudodiaptomusmarinus",0.951,"pseudodiaptomus_marinus",38
"RF","PA1","RUN2",0.683,"Pseudodiaptomusmarinus",0.901,"pseudodiaptomus_marinus",38
"MAXNET","PA1","RUN2",0.54,"Pseudodiaptomusmarinus",0.894,"pseudodiaptomus_marinus",38
"MARS","PA1","RUN2",0.211,"Pseudodiaptomusmarinus",0.755,"pseudodiaptomus_marinus",38
"GAM","PA1","RUN2",0.596,"Pseudodiaptomusmarinus",0.826,"pseudodiaptomus_marinus",38
"XGBOOST","PA1","RUN2",0.54,"Pseudodiaptomusmarinus",0.851,"pseudodiaptomus_marinus",38
"RF","PA1","RUN3",0.864,"Pseudodiaptomusmarinus",0.966,"pseudodiaptomus_marinus",38
"MAXNET","PA1","RUN3",0.693,"Pseudodiaptomusmarinus",0.915,"pseudodiaptomus_marinus",38
"MARS","PA1","RUN3",0.739,"Pseudodiaptomusmarinus",0.881,"pseudodiaptomus_marinus",38
"GAM","PA1","RUN3",0.739,"Pseudodiaptomusmarinus",0.938,"pseudodiaptomus_marinus",38
"XGBOOST","PA1","RUN3",0.784,"Pseudodiaptomusmarinus",0.929,"pseudodiaptomus_marinus",38
"RF","PA1","RUN4",0.584,"Pseudodiaptomusmarinus",0.938,"pseudodiaptomus_marinus",38
"MAXNET","PA1","RUN4",0.584,"Pseudodiaptomusmarinus",0.876,"pseudodiaptomus_marinus",38
"MARS","PA1","RUN4",0.441,"Pseudodiaptomusmarinus",0.711,"pseudodiaptomus_marinus",38
"GAM","PA1","RUN4",0.441,"Pseudodiaptomusmarinus",0.72,"pseudodiaptomus_marinus",38
"XGBOOST","PA1","RUN4",0.298,"Pseudodiaptomusmarinus",0.901,"pseudodiaptomus_marinus",38
"RF","PA1","RUN5",0.663,"Pseudodiaptomusmarinus",0.94,"pseudodiaptomus_marinus",38
"MAXNET","PA1","RUN5",0.788,"Pseudodiaptomusmarinus",0.957,"pseudodiaptomus_marinus",38
"MARS","PA1","RUN5",0.576,"Pseudodiaptomusmarinus",0.821,"pseudodiaptomus_marinus",38
"GAM","PA1","RUN5",0.582,"Pseudodiaptomusmarinus",0.834,"pseudodiaptomus_marinus",38
"XGBOOST","PA1","RUN5",0.538,"Pseudodiaptomusmarinus",0.88,"pseudodiaptomus_marinus",38
"RF","PA1","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MAXNET","PA1","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MARS","PA1","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"GAM","PA1","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"XGBOOST","PA1","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"RF","PA2","RUN1",0.625,"Pseudodiaptomusmarinus",0.957,"pseudodiaptomus_marinus",38
"MAXNET","PA2","RUN1",0.913,"Pseudodiaptomusmarinus",0.973,"pseudodiaptomus_marinus",38
"MARS","PA2","RUN1",0.582,"Pseudodiaptomusmarinus",0.88,"pseudodiaptomus_marinus",38
"GAM","PA2","RUN1",0.707,"Pseudodiaptomusmarinus",0.902,"pseudodiaptomus_marinus",38
"XGBOOST","PA2","RUN1",0.788,"Pseudodiaptomusmarinus",0.973,"pseudodiaptomus_marinus",38
"RF","PA2","RUN2",0.484,"Pseudodiaptomusmarinus",0.925,"pseudodiaptomus_marinus",38
"MAXNET","PA2","RUN2",0.87,"Pseudodiaptomusmarinus",0.957,"pseudodiaptomus_marinus",38
"MARS","PA2","RUN2",0.77,"Pseudodiaptomusmarinus",0.95,"pseudodiaptomus_marinus",38
"GAM","PA2","RUN2",0.714,"Pseudodiaptomusmarinus",0.91,"pseudodiaptomus_marinus",38
"XGBOOST","PA2","RUN2",0.671,"Pseudodiaptomusmarinus",0.935,"pseudodiaptomus_marinus",38
"RF","PA2","RUN3",0.739,"Pseudodiaptomusmarinus",0.909,"pseudodiaptomus_marinus",38
"MAXNET","PA2","RUN3",0.739,"Pseudodiaptomusmarinus",0.909,"pseudodiaptomus_marinus",38
"MARS","PA2","RUN3",0.648,"Pseudodiaptomusmarinus",0.824,"pseudodiaptomus_marinus",38
"GAM","PA2","RUN3",0.818,"Pseudodiaptomusmarinus",0.909,"pseudodiaptomus_marinus",38
"XGBOOST","PA2","RUN3",0.443,"Pseudodiaptomusmarinus",0.855,"pseudodiaptomus_marinus",38
"RF","PA2","RUN4",0.957,"Pseudodiaptomusmarinus",0.957,"pseudodiaptomus_marinus",38
"MAXNET","PA2","RUN4",0.814,"Pseudodiaptomusmarinus",0.932,"pseudodiaptomus_marinus",38
"MARS","PA2","RUN4",0.727,"Pseudodiaptomusmarinus",0.894,"pseudodiaptomus_marinus",38
"GAM","PA2","RUN4",0.913,"Pseudodiaptomusmarinus",0.957,"pseudodiaptomus_marinus",38
"XGBOOST","PA2","RUN4",0.814,"Pseudodiaptomusmarinus",0.969,"pseudodiaptomus_marinus",38
"RF","PA2","RUN5",0.832,"Pseudodiaptomusmarinus",0.973,"pseudodiaptomus_marinus",38
"MAXNET","PA2","RUN5",0.87,"Pseudodiaptomusmarinus",0.962,"pseudodiaptomus_marinus",38
"MARS","PA2","RUN5",0.701,"Pseudodiaptomusmarinus",0.913,"pseudodiaptomus_marinus",38
"GAM","PA2","RUN5",0.576,"Pseudodiaptomusmarinus",0.788,"pseudodiaptomus_marinus",38
"XGBOOST","PA2","RUN5",0.582,"Pseudodiaptomusmarinus",0.959,"pseudodiaptomus_marinus",38
"RF","PA2","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MAXNET","PA2","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MARS","PA2","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"GAM","PA2","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"XGBOOST","PA2","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"RF","PA3","RUN1",0.582,"Pseudodiaptomusmarinus",0.94,"pseudodiaptomus_marinus",38
"MAXNET","PA3","RUN1",0.87,"Pseudodiaptomusmarinus",0.94,"pseudodiaptomus_marinus",38
"MARS","PA3","RUN1",0.788,"Pseudodiaptomusmarinus",0.894,"pseudodiaptomus_marinus",38
"GAM","PA3","RUN1",0.745,"Pseudodiaptomusmarinus",0.87,"pseudodiaptomus_marinus",38
"XGBOOST","PA3","RUN1",0.538,"Pseudodiaptomusmarinus",0.867,"pseudodiaptomus_marinus",38
"RF","PA3","RUN2",0.528,"Pseudodiaptomusmarinus",0.932,"pseudodiaptomus_marinus",38
"MAXNET","PA3","RUN2",0.671,"Pseudodiaptomusmarinus",0.975,"pseudodiaptomus_marinus",38
"MARS","PA3","RUN2",0.64,"Pseudodiaptomusmarinus",0.898,"pseudodiaptomus_marinus",38
"GAM","PA3","RUN2",0.41,"Pseudodiaptomusmarinus",0.776,"pseudodiaptomus_marinus",38
"XGBOOST","PA3","RUN2",0.441,"Pseudodiaptomusmarinus",0.854,"pseudodiaptomus_marinus",38
"RF","PA3","RUN3",0.83,"Pseudodiaptomusmarinus",0.983,"pseudodiaptomus_marinus",38
"MAXNET","PA3","RUN3",0.784,"Pseudodiaptomusmarinus",0.946,"pseudodiaptomus_marinus",38
"MARS","PA3","RUN3",0.693,"Pseudodiaptomusmarinus",0.949,"pseudodiaptomus_marinus",38
"GAM","PA3","RUN3",0.659,"Pseudodiaptomusmarinus",0.83,"pseudodiaptomus_marinus",38
"XGBOOST","PA3","RUN3",0.83,"Pseudodiaptomusmarinus",0.974,"pseudodiaptomus_marinus",38
"RF","PA3","RUN4",1,"Pseudodiaptomusmarinus",1,"pseudodiaptomus_marinus",38
"MAXNET","PA3","RUN4",1,"Pseudodiaptomusmarinus",1,"pseudodiaptomus_marinus",38
"MARS","PA3","RUN4",0.714,"Pseudodiaptomusmarinus",0.898,"pseudodiaptomus_marinus",38
"GAM","PA3","RUN4",1,"Pseudodiaptomusmarinus",1,"pseudodiaptomus_marinus",38
"XGBOOST","PA3","RUN4",0.957,"Pseudodiaptomusmarinus",1,"pseudodiaptomus_marinus",38
"RF","PA3","RUN5",0.701,"Pseudodiaptomusmarinus",0.918,"pseudodiaptomus_marinus",38
"MAXNET","PA3","RUN5",0.783,"Pseudodiaptomusmarinus",0.935,"pseudodiaptomus_marinus",38
"MARS","PA3","RUN5",0.826,"Pseudodiaptomusmarinus",0.894,"pseudodiaptomus_marinus",38
"GAM","PA3","RUN5",0.408,"Pseudodiaptomusmarinus",0.821,"pseudodiaptomus_marinus",38
"XGBOOST","PA3","RUN5",0.701,"Pseudodiaptomusmarinus",0.913,"pseudodiaptomus_marinus",38
"RF","PA3","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MAXNET","PA3","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MARS","PA3","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"GAM","PA3","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"XGBOOST","PA3","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"RF","allData","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MAXNET","allData","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"MARS","allData","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"GAM","allData","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"XGBOOST","allData","allRun",NA,"Pseudodiaptomusmarinus",NA,"pseudodiaptomus_marinus",38
"RF","PA1","RUN1",0.871,"Rangiacuneata",0.984,"rangia_cuneata",116
"MAXNET","PA1","RUN1",0.784,"Rangiacuneata",0.973,"rangia_cuneata",116
"MARS","PA1","RUN1",0.843,"Rangiacuneata",0.971,"rangia_cuneata",116
"GAM","PA1","RUN1",0.799,"Rangiacuneata",0.95,"rangia_cuneata",116
"XGBOOST","PA1","RUN1",0.827,"Rangiacuneata",0.978,"rangia_cuneata",116
"RF","PA1","RUN2",0.797,"Rangiacuneata",0.967,"rangia_cuneata",116
"MAXNET","PA1","RUN2",0.841,"Rangiacuneata",0.974,"rangia_cuneata",116
"MARS","PA1","RUN2",0.855,"Rangiacuneata",0.956,"rangia_cuneata",116
"GAM","PA1","RUN2",0.826,"Rangiacuneata",0.946,"rangia_cuneata",116
"XGBOOST","PA1","RUN2",0.87,"Rangiacuneata",0.962,"rangia_cuneata",116
"RF","PA1","RUN3",0.818,"Rangiacuneata",0.97,"rangia_cuneata",116
"MAXNET","PA1","RUN3",0.887,"Rangiacuneata",0.974,"rangia_cuneata",116
"MARS","PA1","RUN3",0.817,"Rangiacuneata",0.956,"rangia_cuneata",116
"GAM","PA1","RUN3",0.789,"Rangiacuneata",0.961,"rangia_cuneata",116
"XGBOOST","PA1","RUN3",0.817,"Rangiacuneata",0.942,"rangia_cuneata",116
"RF","PA1","RUN4",0.58,"Rangiacuneata",0.938,"rangia_cuneata",116
"MAXNET","PA1","RUN4",0.797,"Rangiacuneata",0.94,"rangia_cuneata",116
"MARS","PA1","RUN4",0.667,"Rangiacuneata",0.91,"rangia_cuneata",116
"GAM","PA1","RUN4",0.725,"Rangiacuneata",0.913,"rangia_cuneata",116
"XGBOOST","PA1","RUN4",0.623,"Rangiacuneata",0.911,"rangia_cuneata",116
"RF","PA1","RUN5",0.711,"Rangiacuneata",0.957,"rangia_cuneata",116
"MAXNET","PA1","RUN5",0.842,"Rangiacuneata",0.96,"rangia_cuneata",116
"MARS","PA1","RUN5",0.727,"Rangiacuneata",0.948,"rangia_cuneata",116
"GAM","PA1","RUN5",0.813,"Rangiacuneata",0.935,"rangia_cuneata",116
"XGBOOST","PA1","RUN5",0.755,"Rangiacuneata",0.95,"rangia_cuneata",116
"RF","PA1","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"MAXNET","PA1","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"MARS","PA1","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"GAM","PA1","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"XGBOOST","PA1","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"RF","PA2","RUN1",0.696,"Rangiacuneata",0.977,"rangia_cuneata",116
"MAXNET","PA2","RUN1",0.914,"Rangiacuneata",0.975,"rangia_cuneata",116
"MARS","PA2","RUN1",0.827,"Rangiacuneata",0.97,"rangia_cuneata",116
"GAM","PA2","RUN1",0.769,"Rangiacuneata",0.962,"rangia_cuneata",116
"XGBOOST","PA2","RUN1",0.784,"Rangiacuneata",0.95,"rangia_cuneata",116
"RF","PA2","RUN2",0.652,"Rangiacuneata",0.951,"rangia_cuneata",116
"MAXNET","PA2","RUN2",0.87,"Rangiacuneata",0.958,"rangia_cuneata",116
"MARS","PA2","RUN2",0.652,"Rangiacuneata",0.925,"rangia_cuneata",116
"GAM","PA2","RUN2",0.71,"Rangiacuneata",0.927,"rangia_cuneata",116
"XGBOOST","PA2","RUN2",0.739,"Rangiacuneata",0.918,"rangia_cuneata",116
"RF","PA2","RUN3",0.776,"Rangiacuneata",0.965,"rangia_cuneata",116
"MAXNET","PA2","RUN3",0.817,"Rangiacuneata",0.963,"rangia_cuneata",116
"MARS","PA2","RUN3",0.858,"Rangiacuneata",0.966,"rangia_cuneata",116
"GAM","PA2","RUN3",0.844,"Rangiacuneata",0.949,"rangia_cuneata",116
"XGBOOST","PA2","RUN3",0.804,"Rangiacuneata",0.952,"rangia_cuneata",116
"RF","PA2","RUN4",0.855,"Rangiacuneata",0.957,"rangia_cuneata",116
"MAXNET","PA2","RUN4",0.783,"Rangiacuneata",0.95,"rangia_cuneata",116
"MARS","PA2","RUN4",0.87,"Rangiacuneata",0.958,"rangia_cuneata",116
"GAM","PA2","RUN4",0.797,"Rangiacuneata",0.944,"rangia_cuneata",116
"XGBOOST","PA2","RUN4",0.841,"Rangiacuneata",0.956,"rangia_cuneata",116
"RF","PA2","RUN5",0.87,"Rangiacuneata",0.989,"rangia_cuneata",116
"MAXNET","PA2","RUN5",0.885,"Rangiacuneata",0.997,"rangia_cuneata",116
"MARS","PA2","RUN5",0.914,"Rangiacuneata",0.998,"rangia_cuneata",116
"GAM","PA2","RUN5",0.871,"Rangiacuneata",0.989,"rangia_cuneata",116
"XGBOOST","PA2","RUN5",0.828,"Rangiacuneata",0.984,"rangia_cuneata",116
"RF","PA2","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"MAXNET","PA2","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"MARS","PA2","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"GAM","PA2","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"XGBOOST","PA2","allRun",NA,"Rangiacuneata",NA,"rangia_cuneata",116
"RF","PA3","RUN1",0.77,"Rangiacuneata",0.948,"rangia_cuneata",116
"MAXNET","PA3","RUN1",0.785,"Rangiacuneata",0.947,"rangia_cuneata",116
